"id","user","arz","size","size2","atleast","price","status","created_at","updated_at"
"31269","2346","1","0.8","0.6","0.2","5250000","1","2022-01-11 09:01:44","2022-01-11 09:01:44"
"31270","2636","1","0.45","0","0.15","5250000","1","2021-12-25 09:12:44","2021-12-25 09:12:44"
"31271","2479","9","303","2.5","75.75","21000","1","2021-12-16 09:12:44","2021-12-16 09:12:44"
"31272","2970","6","322","5","80.5","105","1","2022-01-06 09:01:44","2022-01-06 09:01:44"
"31273","2830","4","299","73.333333333333","99.666666666667","114000","1","2021-09-19 09:09:44","2021-09-19 09:09:44"
"31274","2546","8","395","11","79","7350","1","2021-12-03 09:12:44","2021-12-03 09:12:44"
"31275","2818","0","1.03","0","0.206","9500000","1","2021-11-14 09:11:44","2021-11-14 09:11:44"
"31276","2105","0","0.56","0","0.112","10500000","1","2021-11-03 09:11:44","2021-11-03 09:11:44"
"31277","2734","6","143","54.5","71.5","105","1","2021-09-29 09:09:44","2021-09-29 09:09:44"
"31278","2617","7","955","21","191","525","1","2022-02-06 09:02:44","2022-02-06 09:02:44"
"31279","2443","7","316","2","79","525","1","2021-11-05 09:11:44","2021-11-05 09:11:44"
"31280","2177","5","284","14.4","56.8","950","1","2021-12-20 09:12:44","2021-12-20 09:12:44"
"31281","2388","3","541","109.5","135.25","420000","1","2021-10-21 09:10:44","2021-10-21 09:10:44"
"31282","2830","1","0.41","0.164","0.082","5250000","1","2022-02-03 09:02:44","2022-02-03 09:02:44"
"31283","2483","7","74","3.6","14.8","525","1","2022-02-02 09:02:44","2022-02-02 09:02:44"
"31284","2480","5","498","327","166","1050","1","2021-12-30 09:12:44","2021-12-30 09:12:44"
"31285","2795","3","566","91.33333333333","188.66666666667","420000","1","2021-11-11 09:11:44","2021-11-11 09:11:44"
"31286","3040","4","128","15.8","25.6","126000","1","2021-11-15 09:11:44","2021-11-15 09:11:44"
"31287","2691","6","324","73","81","95","1","2021-12-04 09:12:44","2021-12-04 09:12:44"
"31288","2341","8","238","60","119","6650","1","2022-01-27 09:01:44","2022-01-27 09:01:44"
"31289","2328","1","0.18","0","0.09","5250000","1","2021-11-25 09:11:44","2021-11-25 09:11:44"
"31290","2823","3","745","58","149","420000","1","2021-09-21 09:09:44","2021-09-21 09:09:44"
"31291","2660","5","534","81.2","106.8","1050","1","2021-11-18 09:11:44","2021-11-18 09:11:44"
"31292","2089","0","0.85","0","0.17","10500000","1","2021-11-07 09:11:44","2021-11-07 09:11:44"
"31293","2331","3","973","166.8","194.6","380000","1","2021-11-02 09:11:44","2021-11-02 09:11:44"
"31294","2805","7","244","7.333333333334","81.333333333333","525","1","2021-12-08 09:12:44","2021-12-08 09:12:44"
"31295","2192","8","890","50","222.5","7350","1","2021-11-28 09:11:44","2021-11-28 09:11:44"
"31296","2354","7","7","1.6666666666667","2.3333333333333","525","1","2021-10-17 09:10:44","2021-10-17 09:10:44"
"31297","2995","1","0.33","0","0.165","5250000","1","2021-09-27 09:09:44","2021-09-27 09:09:44"
"31298","2583","0","0.9","0","0.18","10500000","1","2021-10-13 09:10:44","2021-10-13 09:10:44"
"31299","3036","2","0.5","0","0.125","21000","1","2021-10-19 09:10:44","2021-10-19 09:10:44"
"31300","2644","1","0.54","0","0.135","5250000","1","2021-09-08 09:09:44","2021-09-08 09:09:44"
"31301","2754","6","781","42.5","390.5","105","1","2022-02-10 09:02:44","2022-02-10 09:02:44"
"31302","2407","7","49","6.5","12.25","525","1","2021-09-24 09:09:44","2021-09-24 09:09:44"
"31303","2947","5","262","58.666666666667","87.333333333333","1050","1","2021-12-14 09:12:44","2021-12-14 09:12:44"
"31304","2540","9","540","47","108","21000","1","2021-09-04 09:09:44","2021-09-04 09:09:44"
"31305","2823","9","373","2.2","74.6","19000","1","2022-01-30 09:01:44","2022-01-30 09:01:44"
"31306","2508","8","451","71.5","225.5","7350","1","2021-09-26 09:09:44","2021-09-26 09:09:44"
"31307","2484","9","837","15.8","167.4","21000","1","2021-10-06 09:10:44","2021-10-06 09:10:44"
"31308","2509","2","0.35","0","0.0875","19000","1","2021-09-30 09:09:44","2021-09-30 09:09:44"
"31309","2966","4","7","0.3333333333334","2.3333333333333","126000","1","2021-09-01 09:09:44","2021-09-01 09:09:44"
"31310","2504","5","854","113.2","170.8","1050","1","2021-09-02 09:09:44","2021-09-02 09:09:44"
"31311","2193","7","926","303","463","525","1","2021-11-27 09:11:44","2021-11-27 09:11:44"
"31312","2627","7","262","4.333333333334","87.333333333333","475","1","2022-02-13 09:02:44","2022-02-13 09:02:44"
"31313","2833","7","814","95.33333333334","271.33333333333","525","1","2022-03-11 09:03:44","2022-03-11 09:03:44"
"31314","2212","7","451","1.25","112.75","525","1","2021-12-28 09:12:44","2021-12-28 09:12:44"
"31315","2117","5","866","329","433","1050","1","2021-09-26 09:09:44","2021-09-26 09:09:44"
"31316","2111","3","444","78.4","88.8","420000","1","2021-12-10 09:12:44","2021-12-10 09:12:44"
"31317","2779","4","317","11.33333333333","105.66666666667","126000","1","2022-01-07 09:01:44","2022-01-07 09:01:44"
"31318","2667","5","694","29.4","138.8","1050","1","2022-01-29 09:01:44","2022-01-29 09:01:44"
"31319","2878","2","0.79","0","0.158","21000","1","2021-09-28 09:09:44","2021-09-28 09:09:44"
"31320","2589","3","307","0.5","76.75","420000","1","2022-02-05 09:02:44","2022-02-05 09:02:44"
"31321","3005","6","842","105.66666666666","280.66666666667","105","1","2021-10-16 09:10:44","2021-10-16 09:10:44"
"31322","2690","1","0.74","0.24666666666666","0.24666666666667","4750000","1","2021-10-08 09:10:44","2021-10-08 09:10:44"
"31323","2107","6","754","52.6","150.8","105","1","2022-01-04 09:01:44","2022-01-04 09:01:44"
"31324","2176","4","55","5.5","13.75","126000","1","2021-12-14 09:12:44","2021-12-14 09:12:44"
"31325","2695","8","480","76","240","7350","1","2021-10-23 09:10:44","2021-10-23 09:10:44"
"31326","2360","9","905","49.5","452.5","19000","1","2021-09-13 09:09:44","2021-09-13 09:09:44"
"31327","2461","1","1.08","0.216","0.216","4750000","1","2022-02-09 09:02:44","2022-02-09 09:02:44"
"31328","2514","6","896","44.4","179.2","105","1","2021-12-18 09:12:44","2021-12-18 09:12:44"
"31329","2508","9","522","181","261","19000","1","2022-01-27 09:01:44","2022-01-27 09:01:44"
"31330","2921","8","551","4.66666666666","183.66666666667","7350","1","2021-12-04 09:12:44","2021-12-04 09:12:44"
"31331","2518","3","798","34","199.5","420000","1","2022-01-29 09:01:44","2022-01-29 09:01:44"
"31332","2338","7","994","454","497","525","1","2022-01-12 09:01:44","2022-01-12 09:01:44"
"31333","2407","4","553","134.5","138.25","114000","1","2022-03-06 09:03:44","2022-03-06 09:03:44"
"31334","2343","4","181","67.5","90.5","114000","1","2022-02-22 09:02:44","2022-02-22 09:02:44"
"31335","2365","5","54","3","27","1050","1","2021-12-14 09:12:44","2021-12-14 09:12:44"
"31336","2746","8","742","60.2","148.4","7350","1","2021-12-10 09:12:44","2021-12-10 09:12:44"
"31337","3003","8","368","83.66666666666","122.66666666667","7350","1","2021-10-05 09:10:44","2021-10-05 09:10:44"
"31338","2066","6","432","29","144","105","1","2021-09-20 09:09:44","2021-09-20 09:09:44"
"31339","2375","3","432","10","144","380000","1","2021-10-16 09:10:44","2021-10-16 09:10:44"
"31340","2490","2","0.42","0.336","0.084","21000","1","2021-12-22 09:12:44","2021-12-22 09:12:44"
"31341","2444","8","554","131","277","7350","1","2022-01-21 09:01:44","2022-01-21 09:01:44"
"31342","2483","1","0.5","0","0.25","4750000","1","2022-02-01 09:02:44","2022-02-01 09:02:44"
"31343","2286","2","0.4","0","0.08","19000","1","2022-01-14 09:01:44","2022-01-14 09:01:44"
"31344","2096","1","0.59","0","0.1475","5250000","1","2022-01-13 09:01:44","2022-01-13 09:01:44"
"31345","2282","4","51","16.5","25.5","126000","1","2021-10-07 09:10:44","2021-10-07 09:10:44"
"31346","2299","6","567","3","189","95","1","2021-08-27 09:08:44","2021-08-27 09:08:44"
"31347","2986","6","133","36.5","66.5","95","1","2021-10-17 09:10:44","2021-10-17 09:10:44"
"31348","2964","1","0.81","0","0.27","5250000","1","2021-09-19 09:09:44","2021-09-19 09:09:44"
"31349","2361","2","0.67","0","0.1675","21000","1","2021-12-16 09:12:44","2021-12-16 09:12:44"
"31350","2696","8","845","75.33333333333","281.66666666667","7350","1","2021-09-11 09:09:44","2021-09-11 09:09:44"
"31351","2897","9","151","5.8","30.2","21000","1","2021-12-18 09:12:44","2021-12-18 09:12:44"
"31352","2686","5","196","27.8","39.2","950","1","2022-01-01 09:01:44","2022-01-01 09:01:44"
"31353","2470","6","217","36.5","108.5","105","1","2022-03-04 09:03:44","2022-03-04 09:03:44"
"31354","2656","2","0.88","0.176","0.176","21000","1","2021-11-05 09:11:44","2021-11-05 09:11:44"
"31355","2867","3","763","76.5","381.5","420000","1","2021-09-16 09:09:44","2021-09-16 09:09:44"
"31356","2232","2","0.74","0.24666666666666","0.24666666666667","21000","1","2021-10-26 09:10:44","2021-10-26 09:10:44"
"31357","2255","6","284","0","142","95","1","2022-02-17 09:02:44","2022-02-17 09:02:44"
"31358","2099","0","0.23","0","0.046","9500000","1","2021-08-28 09:08:44","2021-08-28 09:08:44"
"31359","2067","6","643","7.2","128.6","105","1","2022-02-21 09:02:44","2022-02-21 09:02:44"
"31360","2815","3","645","223.75","161.25","420000","1","2021-11-14 09:11:44","2021-11-14 09:11:44"
"31361","2749","5","737","55.75","184.25","1050","1","2021-09-20 09:09:44","2021-09-20 09:09:44"
"31362","2845","9","900","53","225","21000","1","2021-10-29 09:10:44","2021-10-29 09:10:44"
"31363","3043","4","75","0","25","114000","1","2021-10-14 09:10:44","2021-10-14 09:10:44"
"31364","2785","7","100","3.333333333334","33.333333333333","525","1","2021-11-18 09:11:44","2021-11-18 09:11:44"
"31365","2712","5","137","5.2","27.4","1050","1","2021-12-06 09:12:44","2021-12-06 09:12:44"
"31366","2973","2","1.09","0","0.218","21000","1","2021-09-22 09:09:44","2021-09-22 09:09:44"
"31367","2414","1","0.69","0","0.345","5250000","1","2021-11-16 09:11:44","2021-11-16 09:11:44"
"31368","2164","3","446","2","111.5","420000","1","2022-01-24 09:01:44","2022-01-24 09:01:44"
"31369","2915","3","29","20.75","7.25","420000","1","2022-01-20 09:01:44","2022-01-20 09:01:44"
"31370","2155","4","236","16.333333333333","78.666666666667","114000","1","2022-01-17 09:01:44","2022-01-17 09:01:44"
"31371","2207","9","613","49.5","306.5","19000","1","2021-12-11 09:12:44","2021-12-11 09:12:44"
"31372","2830","4","745","143.5","372.5","114000","1","2021-11-28 09:11:44","2021-11-28 09:11:44"
"31373","2757","9","733","356.5","366.5","19000","1","2021-09-18 09:09:44","2021-09-18 09:09:44"
"31374","2626","5","18","0","4.5","1050","1","2022-02-08 09:02:44","2022-02-08 09:02:44"
"31375","2713","2","0.35","0.11666666666666","0.11666666666667","21000","1","2022-01-28 09:01:44","2022-01-28 09:01:44"
"31376","2646","2","1.01","0","0.505","21000","1","2022-03-07 09:03:44","2022-03-07 09:03:44"
"31377","2469","2","0.71","0.1775","0.1775","21000","1","2021-09-20 09:09:44","2021-09-20 09:09:44"
"31378","3028","2","0.6","0","0.2","21000","1","2022-02-20 09:02:44","2022-02-20 09:02:44"
"31379","2852","1","1.04","0","0.208","5250000","1","2022-02-20 09:02:44","2022-02-20 09:02:44"
"31380","2636","0","0.35","0","0.175","10500000","1","2022-02-06 09:02:44","2022-02-06 09:02:44"
"31381","2806","0","0.87","0.29","0.29","10500000","1","2022-01-06 09:01:44","2022-01-06 09:01:44"
"31382","2549","6","138","7","46","105","1","2021-12-24 09:12:44","2021-12-24 09:12:44"
"31383","2493","3","410","80.66666666666","136.66666666667","420000","1","2021-09-24 09:09:44","2021-09-24 09:09:44"
"31384","2387","6","188","36.8","37.6","95","1","2022-03-05 09:03:44","2022-03-05 09:03:44"
"31385","2699","9","832","237.33333333334","277.33333333333","19000","1","2022-02-26 09:02:44","2022-02-26 09:02:44"
"31386","2703","1","0.95","0.31666666666666","0.31666666666667","4750000","1","2022-02-20 09:02:44","2022-02-20 09:02:44"
"31387","2549","8","98","24","49","7350","1","2021-12-15 09:12:44","2021-12-15 09:12:44"
"31388","2818","1","0.67","0.1675","0.1675","5250000","1","2021-10-24 09:10:44","2021-10-24 09:10:44"
"31389","2133","2","0.16","0","0.08","19000","1","2021-11-15 09:11:44","2021-11-15 09:11:44"
"31390","2515","3","207","29.2","41.4","380000","1","2021-08-29 09:08:44","2021-08-29 09:08:44"
"31391","2873","7","678","295","339","475","1","2021-12-06 09:12:44","2021-12-06 09:12:44"
"31392","2075","4","629","19.5","314.5","114000","1","2021-12-12 09:12:44","2021-12-12 09:12:44"
"31393","2400","2","0.69","0","0.23","21000","1","2022-01-14 09:01:44","2022-01-14 09:01:44"
"31394","2282","7","525","87.75","131.25","475","1","2022-03-08 09:03:44","2022-03-08 09:03:44"
"31395","2649","0","1.1","0.275","0.275","9500000","1","2022-01-13 09:01:44","2022-01-13 09:01:44"
"31396","2620","3","130","3.666666666667","43.333333333333","420000","1","2021-11-21 09:11:44","2021-11-21 09:11:44"
"31397","2872","9","520","243","130","21000","1","2022-02-08 09:02:44","2022-02-08 09:02:44"
"31398","2332","7","471","10.8","94.2","525","1","2022-02-18 09:02:44","2022-02-18 09:02:44"
"31399","2243","9","574","126.5","143.5","21000","1","2021-10-04 09:10:44","2021-10-04 09:10:44"
"31400","2405","8","224","69","112","7350","1","2022-01-05 09:01:44","2022-01-05 09:01:44"
"31401","2661","0","0.17","0","0.085","10500000","1","2021-11-03 09:11:44","2021-11-03 09:11:44"
"31402","2368","1","0.8","0","0.16","4750000","1","2022-03-06 09:03:44","2022-03-06 09:03:44"
"31403","2761","3","400","2.33333333334","133.33333333333","380000","1","2021-10-20 09:10:44","2021-10-20 09:10:44"
"31404","2798","7","43","18.5","21.5","475","1","2021-12-01 09:12:44","2021-12-01 09:12:44"
"31405","2696","8","988","64","247","7350","1","2021-09-13 09:09:44","2021-09-13 09:09:44"
"31406","2529","7","245","56.666666666663","81.666666666667","475","1","2022-01-22 09:01:44","2022-01-22 09:01:44"
"31407","2223","6","133","20.5","33.25","105","1","2022-02-20 09:02:44","2022-02-20 09:02:44"
"31408","2202","9","92","2.6","18.4","19000","1","2022-01-01 09:01:44","2022-01-01 09:01:44"
"31409","2321","6","236","43.8","47.2","105","1","2021-11-01 09:11:44","2021-11-01 09:11:44"
"31410","2192","4","348","14.8","69.6","114000","1","2021-11-20 09:11:44","2021-11-20 09:11:44"
"31411","2921","5","944","179.4","188.8","1050","1","2022-02-01 09:02:44","2022-02-01 09:02:44"
"31412","2216","8","861","179.75","215.25","7350","1","2021-09-16 09:09:44","2021-09-16 09:09:44"
"31413","2482","5","312","3","104","950","1","2021-09-02 09:09:44","2021-09-02 09:09:44"
"31414","2586","8","303","37.4","60.6","6650","1","2022-01-14 09:01:44","2022-01-14 09:01:44"
"31415","2949","9","549","121.5","274.5","19000","1","2021-12-27 09:12:44","2021-12-27 09:12:44"
"31416","2576","4","893","64.5","446.5","126000","1","2022-03-09 09:03:44","2022-03-09 09:03:44"
"31417","3059","8","314","94.5","78.5","7350","1","2021-12-03 09:12:44","2021-12-03 09:12:44"
"31418","2663","2","0.63","0","0.1575","21000","1","2022-02-25 09:02:44","2022-02-25 09:02:44"
"31419","2091","0","0.45","0","0.15","10500000","1","2021-11-07 09:11:44","2021-11-07 09:11:44"
"31420","2086","2","0.56","0.28","0.28","19000","1","2021-10-11 09:10:44","2021-10-11 09:10:44"
"31421","2368","5","958","128.8","191.6","1050","1","2021-09-07 09:09:44","2021-09-07 09:09:44"
"31422","3011","7","297","24.5","74.25","525","1","2021-10-02 09:10:44","2021-10-02 09:10:44"
"31423","2400","7","411","2.4","82.2","525","1","2021-12-05 09:12:44","2021-12-05 09:12:44"
"31424","2216","5","886","368","443","950","1","2022-02-04 09:02:44","2022-02-04 09:02:44"
"31425","2953","5","337","6.33333333334","112.33333333333","950","1","2021-09-09 09:09:44","2021-09-09 09:09:44"
"31426","2518","1","0.83","0.27666666666666","0.27666666666667","4750000","1","2022-01-24 09:01:44","2022-01-24 09:01:44"
"31427","2247","1","0.89","0.445","0.2225","4750000","1","2022-02-05 09:02:44","2022-02-05 09:02:44"
"31428","2265","7","109","2.5","27.25","525","1","2021-11-22 09:11:44","2021-11-22 09:11:44"
"31429","2087","7","870","70","435","475","1","2022-03-05 09:03:44","2022-03-05 09:03:44"
"31430","2794","1","0.32","0.10666666666666","0.10666666666667","5250000","1","2022-02-08 09:02:44","2022-02-08 09:02:44"
"31431","2313","7","128","6","32","525","1","2021-10-08 09:10:44","2021-10-08 09:10:44"
"31432","2967","7","342","8.8","68.4","525","1","2021-09-29 09:09:44","2021-09-29 09:09:44"
"31433","2271","7","848","381","424","525","1","2021-10-08 09:10:44","2021-10-08 09:10:44"
"31434","2368","6","619","109.25","154.75","105","1","2021-10-20 09:10:44","2021-10-20 09:10:44"
"31435","2642","2","0.49","0.294","0.098","21000","1","2021-11-13 09:11:44","2021-11-13 09:11:44"
"31436","2776","3","638","88","319","420000","1","2021-10-26 09:10:44","2021-10-26 09:10:44"
"31437","2863","6","596","11","149","105","1","2021-12-10 09:12:44","2021-12-10 09:12:44"
"31438","2984","4","791","9.66666666666","263.66666666667","126000","1","2022-03-10 09:03:44","2022-03-10 09:03:44"
"31439","2809","0","0.47","0.188","0.094","9500000","1","2021-10-10 09:10:44","2021-10-10 09:10:44"
"31440","2399","0","0.94","0","0.47","10500000","1","2021-10-10 09:10:44","2021-10-10 09:10:44"
"31441","2174","9","836","205","418","21000","1","2021-09-03 09:09:44","2021-09-03 09:09:44"
"31442","2409","3","192","22","64","420000","1","2022-02-18 09:02:44","2022-02-18 09:02:44"
"31443","2849","0","0.11","0","0.0275","9500000","1","2021-09-25 09:09:44","2021-09-25 09:09:44"
"31444","2263","2","0.11","0.036666666666666","0.036666666666667","21000","1","2021-12-03 09:12:44","2021-12-03 09:12:44"
"31445","2890","3","708","252","354","420000","1","2021-10-10 09:10:44","2021-10-10 09:10:44"
"31446","3016","1","1.04","0.34666666666666","0.34666666666667","4750000","1","2021-10-19 09:10:44","2021-10-19 09:10:44"
"31447","2615","6","314","61","157","105","1","2021-09-17 09:09:44","2021-09-17 09:09:44"
"31448","3001","2","0.8","0","0.4","21000","1","2021-10-11 09:10:44","2021-10-11 09:10:44"
"31449","2764","9","538","206","269","19000","1","2021-10-15 09:10:44","2021-10-15 09:10:44"
"31450","2504","5","437","93.5","218.5","1050","1","2021-08-25 09:08:44","2021-08-25 09:08:44"
"31451","2697","8","529","529","105.8","7350","1","2021-12-16 09:12:44","2021-12-16 09:12:44"
"31452","2649","1","0.87","0.58","0.29","4750000","1","2022-02-17 09:02:44","2022-02-17 09:02:44"
"31453","2132","2","0.33","0","0.0825","21000","1","2021-10-25 09:10:44","2021-10-25 09:10:44"
"31454","2129","6","856","121.4","171.2","105","1","2021-11-25 09:11:44","2021-11-25 09:11:44"
"31455","2307","9","416","125.33333333333","138.66666666667","19000","1","2021-11-02 09:11:44","2021-11-02 09:11:44"
"31456","2583","5","456","15","114","1050","1","2021-11-10 09:11:44","2021-11-10 09:11:44"
"31457","2079","5","853","10.4","170.6","1050","1","2022-01-09 09:01:44","2022-01-09 09:01:44"
"31458","2450","6","553","50.66666666667","184.33333333333","105","1","2021-12-18 09:12:44","2021-12-18 09:12:44"
"31459","2180","2","0.8","0.4","0.2","19000","1","2021-12-05 09:12:44","2021-12-05 09:12:44"
"31460","2625","4","108","12","27","126000","1","2021-10-20 09:10:44","2021-10-20 09:10:44"
"31461","2535","6","785","168.33333333333","261.66666666667","95","1","2022-03-01 09:03:44","2022-03-01 09:03:44"
"31462","2243","5","954","9.6","190.8","1050","1","2022-01-18 09:01:44","2022-01-18 09:01:44"
"31463","2649","0","0.46","0.000000000000010019762797242","0.15333333333333","9500000","1","2022-01-19 09:01:44","2022-01-19 09:01:44"
"31464","2466","7","881","9.3333333333301","293.66666666667","525","1","2022-01-02 09:01:44","2022-01-02 09:01:44"
"31465","2135","9","950","165","237.5","21000","1","2021-10-03 09:10:44","2021-10-03 09:10:44"
"31466","2192","7","614","18.4","122.8","525","1","2021-09-01 09:09:44","2021-09-01 09:09:44"
"31467","2856","4","198","13","49.5","126000","1","2022-03-02 09:03:44","2022-03-02 09:03:44"
"31468","2678","3","466","100","116.5","420000","1","2021-12-02 09:12:44","2021-12-02 09:12:44"
"31469","2460","5","732","15.2","146.4","950","1","2022-02-16 09:02:44","2022-02-16 09:02:44"
"31470","2885","0","0.18","0","0.045","10500000","1","2022-01-23 09:01:44","2022-01-23 09:01:44"
"31471","2803","6","842","122","210.5","105","1","2021-10-13 09:10:44","2021-10-13 09:10:44"
"31472","2931","6","772","0","193","105","1","2021-10-31 09:10:44","2021-10-31 09:10:44"
"31473","2554","3","362","74","90.5","420000","1","2021-08-28 09:08:44","2021-08-28 09:08:44"
"31474","2978","4","47","3.5","11.75","126000","1","2022-03-08 09:03:44","2022-03-08 09:03:44"
"31475","2605","5","63","1.25","15.75","1050","1","2022-03-06 09:03:44","2022-03-06 09:03:44"
"31476","2703","8","612","194","204","7350","1","2021-09-11 09:09:44","2021-09-11 09:09:44"
"31477","2659","4","465","84","155","114000","1","2021-12-23 09:12:44","2021-12-23 09:12:44"
"31478","2188","4","566","52.66666666666","188.66666666667","126000","1","2021-11-18 09:11:44","2021-11-18 09:11:44"
"31479","2606","1","0.64","0","0.32","4750000","1","2021-11-05 09:11:44","2021-11-05 09:11:44"
"31480","2715","2","0.57","0","0.19","19000","1","2022-03-10 09:03:44","2022-03-10 09:03:44"
"31481","2235","9","25","0.3333333333334","8.3333333333333","21000","1","2021-09-19 09:09:44","2021-09-19 09:09:44"
"31482","2209","2","0.12","0","0.024","19000","1","2021-09-24 09:09:44","2021-09-24 09:09:44"
"31483","2150","7","420","40","140","525","1","2022-01-08 09:01:44","2022-01-08 09:01:44"
"31484","2919","1","0.75","0","0.25","4750000","1","2022-02-02 09:02:44","2022-02-02 09:02:44"
"31485","2886","4","297","32","99","126000","1","2022-01-02 09:01:44","2022-01-02 09:01:44"
"31486","2212","8","327","24.5","163.5","7350","1","2021-11-05 09:11:44","2021-11-05 09:11:44"
"31487","2438","8","432","225.6","86.4","7350","1","2021-10-05 09:10:44","2021-10-05 09:10:44"
"31488","3063","1","0.19","0","0.0475","5250000","1","2021-10-05 09:10:44","2021-10-05 09:10:44"
"31489","2885","3","153","4","51","420000","1","2021-12-03 09:12:44","2021-12-03 09:12:44"
"31490","2614","4","366","6","122","126000","1","2022-02-28 09:02:44","2022-02-28 09:02:44"
"31491","2891","6","957","373.5","478.5","95","1","2021-11-15 09:11:44","2021-11-15 09:11:44"
"31492","2456","8","466","1.33333333334","155.33333333333","7350","1","2021-12-26 09:12:44","2021-12-26 09:12:44"
"31493","2407","5","181","1.5","90.5","1050","1","2021-08-25 09:08:44","2021-08-25 09:08:44"
"31494","2378","1","0.54","0","0.27","5250000","1","2021-09-11 09:09:44","2021-09-11 09:09:44"
"31495","3018","1","1.05","0.525","0.525","5250000","1","2022-01-30 09:01:44","2022-01-30 09:01:44"
"31496","2458","5","733","174.5","183.25","950","1","2021-09-09 09:09:44","2021-09-09 09:09:44"
"31497","2848","5","579","193.5","289.5","1050","1","2021-11-22 09:11:44","2021-11-22 09:11:44"
"31498","2796","5","29","7.5","14.5","1050","1","2022-02-27 09:02:44","2022-02-27 09:02:44"
"31499","2678","7","650","162","162.5","525","1","2022-01-30 09:01:44","2022-01-30 09:01:44"
"31500","2412","6","16","6","8","105","1","2022-03-03 09:03:44","2022-03-03 09:03:44"
"31501","2972","0","0.71","0","0.1775","10500000","1","2021-11-21 09:11:44","2021-11-21 09:11:44"
"31502","2503","1","0.12","0","0.06","5250000","1","2021-12-08 09:12:44","2021-12-08 09:12:44"
"31503","2828","3","530","96.33333333333","176.66666666667","380000","1","2021-09-26 09:09:44","2021-09-26 09:09:44"
"31504","2181","7","963","1.25","240.75","475","1","2022-01-21 09:01:44","2022-01-21 09:01:44"
"31505","2954","3","543","212.5","271.5","420000","1","2021-12-08 09:12:44","2021-12-08 09:12:44"
"31506","2583","4","444","31","111","114000","1","2021-11-08 09:11:44","2021-11-08 09:11:44"
"31507","2707","5","781","30.66666666667","260.33333333333","1050","1","2022-01-12 09:01:44","2022-01-12 09:01:44"
"31508","2939","6","45","3","9","105","1","2021-11-10 09:11:44","2021-11-10 09:11:44"
"31509","2674","7","709","132.75","177.25","525","1","2022-02-17 09:02:44","2022-02-17 09:02:44"
"31510","2996","5","988","17","247","1050","1","2021-10-14 09:10:44","2021-10-14 09:10:44"
"31511","2553","4","279","24.25","69.75","126000","1","2021-09-08 09:09:44","2021-09-08 09:09:44"
"31512","2985","8","439","13.33333333334","146.33333333333","6650","1","2021-10-10 09:10:44","2021-10-10 09:10:44"
"31513","2946","7","284","26.4","56.8","525","1","2021-10-08 09:10:44","2021-10-08 09:10:44"
"31514","2284","1","0.29","0.0725","0.0725","5250000","1","2022-03-04 09:03:44","2022-03-04 09:03:44"
"31515","2374","7","9","0.25","2.25","475","1","2021-12-20 09:12:44","2021-12-20 09:12:44"
"31516","2466","1","0.63","0","0.1575","5250000","1","2022-01-12 09:01:44","2022-01-12 09:01:44"
"31517","2707","3","811","22.6","162.2","420000","1","2021-09-16 09:09:44","2021-09-16 09:09:44"
"31518","2812","5","606","93.6","121.2","950","1","2021-09-30 09:09:44","2021-09-30 09:09:44"
"31519","2390","3","414","45","103.5","380000","1","2022-01-23 09:01:44","2022-01-23 09:01:44"
"31520","2375","7","236","31.333333333333","78.666666666667","475","1","2021-11-07 09:11:44","2021-11-07 09:11:44"
"31521","2106","1","0.97","0","0.2425","4750000","1","2022-01-05 09:01:44","2022-01-05 09:01:44"
"31522","2121","4","640","102","128","114000","1","2021-12-24 09:12:44","2021-12-24 09:12:44"
"31523","2955","3","363","1.75","90.75","420000","1","2022-02-12 09:02:44","2022-02-12 09:02:44"
"31524","2087","8","29","5.2","5.8","6650","1","2022-02-09 09:02:44","2022-02-09 09:02:44"
"31525","2486","6","2","1.3333333333333","0.66666666666667","105","1","2021-12-19 09:12:44","2021-12-19 09:12:44"
"31526","2917","7","938","71.8","187.6","525","1","2021-12-13 09:12:44","2021-12-13 09:12:44"
"31527","2287","9","541","163.5","270.5","19000","1","2021-10-04 09:10:44","2021-10-04 09:10:44"
"31528","2733","8","81","11.5","20.25","6650","1","2021-10-23 09:10:44","2021-10-23 09:10:44"
"31529","2183","7","342","68","85.5","525","1","2022-03-07 09:03:44","2022-03-07 09:03:44"
"31530","2560","4","46","20","23","126000","1","2022-02-13 09:02:44","2022-02-13 09:02:44"
"31531","2547","2","0.3","0","0.1","19000","1","2022-01-29 09:01:44","2022-01-29 09:01:44"
"31532","2141","0","1.08","0","0.36","10500000","1","2022-02-07 09:02:44","2022-02-07 09:02:44"
"31533","2409","1","0.48","0","0.12","5250000","1","2021-12-16 09:12:44","2021-12-16 09:12:44"
"31534","2884","4","379","69.2","75.8","126000","1","2021-09-06 09:09:44","2021-09-06 09:09:44"
"31535","2927","8","331","8.33333333334","110.33333333333","7350","1","2021-08-25 09:08:44","2021-08-25 09:08:44"
"31536","2132","7","41","4.4","8.2","525","1","2022-02-01 09:02:44","2022-02-01 09:02:44"
"31537","2432","0","0.83","0","0.166","10500000","1","2021-11-08 09:11:44","2021-11-08 09:11:44"
"31538","2673","4","755","279.5","377.5","126000","1","2021-09-04 09:09:44","2021-09-04 09:09:44"
"31539","2285","3","529","33.5","132.25","420000","1","2022-03-10 09:03:44","2022-03-10 09:03:44"
"31540","2471","4","723","19.5","361.5","126000","1","2022-01-15 09:01:44","2022-01-15 09:01:44"
