"id","uid","aid","rate","created_at","updated_at"
"32937","2359","74","1","2022-03-06 07:03:25","2022-03-06 07:03:25"
"32938","2359","48","0.4","2022-02-27 07:02:25","2022-02-27 07:02:25"
"32939","2359","31","0.1","2022-01-22 07:01:25","2022-01-22 07:01:25"
"32940","2359","113","1.8","2022-02-24 07:02:25","2022-02-24 07:02:25"
"32941","2359","193","3.7","2022-02-25 07:02:25","2022-02-25 07:02:25"
"32942","2359","132","2.1","2022-01-20 07:01:25","2022-01-20 07:01:25"
"32943","2359","81","1.4","2022-01-16 07:01:25","2022-01-16 07:01:25"
"32944","2359","83","4.1","2022-01-12 07:01:25","2022-01-12 07:01:25"
"32945","2359","206","2","2022-01-12 07:01:25","2022-01-12 07:01:25"
"32946","2360","31","4.8","2022-03-12 07:03:25","2022-03-12 07:03:25"
"32947","2360","167","2.9","2022-01-18 07:01:25","2022-01-18 07:01:25"
"32948","2360","73","0.4","2022-02-25 07:02:25","2022-02-25 07:02:25"
"32949","2360","171","3.6","2022-02-08 07:02:25","2022-02-08 07:02:25"
"32950","2360","114","0.2","2022-02-15 07:02:25","2022-02-15 07:02:25"
"32951","2360","131","1.9","2022-02-05 07:02:25","2022-02-05 07:02:25"
"32952","2360","182","5","2022-02-20 07:02:25","2022-02-20 07:02:25"
"32953","2360","88","4.6","2022-03-02 07:03:25","2022-03-02 07:03:25"
"32954","2361","43","4.2","2022-02-05 07:02:25","2022-02-05 07:02:25"
"32955","2361","207","2.3","2022-01-28 07:01:25","2022-01-28 07:01:25"
"32956","2361","188","4.4","2022-01-21 07:01:25","2022-01-21 07:01:25"
"32957","2361","98","2.8","2022-02-11 07:02:25","2022-02-11 07:02:25"
"32958","2361","66","2","2022-02-12 07:02:25","2022-02-12 07:02:25"
"32959","2361","124","2.6","2022-02-23 07:02:25","2022-02-23 07:02:25"
"32960","2361","15","4.3","2022-03-07 07:03:25","2022-03-07 07:03:25"
"32961","2361","131","1.9","2022-01-18 07:01:25","2022-01-18 07:01:25"
"32962","2361","150","4.2","2022-01-14 07:01:25","2022-01-14 07:01:25"
"32963","2361","175","5","2022-03-02 07:03:25","2022-03-02 07:03:25"
"32964","2361","200","3.7","2022-01-15 07:01:25","2022-01-15 07:01:25"
"32965","2361","53","2.5","2022-02-16 07:02:25","2022-02-16 07:02:25"
"32966","2361","112","4.6","2022-02-27 07:02:25","2022-02-27 07:02:25"
"32967","2361","130","3.3","2022-01-14 07:01:25","2022-01-14 07:01:25"
"32968","2362","124","2.4","2022-01-23 07:01:25","2022-01-23 07:01:25"
"32969","2362","108","3.2","2022-01-28 07:01:25","2022-01-28 07:01:25"
"32970","2362","123","4.8","2022-01-31 07:01:25","2022-01-31 07:01:25"
"32971","2362","160","1","2022-02-14 07:02:25","2022-02-14 07:02:25"
"32972","2362","95","0.2","2022-02-11 07:02:25","2022-02-11 07:02:25"
"32973","2362","109","4.7","2022-03-01 07:03:25","2022-03-01 07:03:25"
"32974","2362","123","0.7","2022-01-21 07:01:25","2022-01-21 07:01:25"
"32975","2362","84","0.3","2022-02-26 07:02:25","2022-02-26 07:02:25"
"32976","2362","81","4","2022-02-10 07:02:25","2022-02-10 07:02:25"
"32977","2362","184","1","2022-03-12 07:03:25","2022-03-12 07:03:25"
"32978","2362","33","2.6","2022-03-11 07:03:25","2022-03-11 07:03:25"
"32979","2362","25","4.4","2022-02-11 07:02:25","2022-02-11 07:02:25"
"32980","2362","161","1.1","2022-02-04 07:02:25","2022-02-04 07:02:25"
"32981","2362","16","1","2022-01-14 07:01:25","2022-01-14 07:01:25"
"32982","2362","60","0.2","2022-01-25 07:01:25","2022-01-25 07:01:25"
"32983","2362","98","2","2022-02-20 07:02:25","2022-02-20 07:02:25"
"32984","2363","23","0.8","2022-02-28 07:02:25","2022-02-28 07:02:25"
"32985","2363","146","0.3","2022-03-08 07:03:25","2022-03-08 07:03:25"
"32986","2363","98","0.8","2022-03-11 07:03:25","2022-03-11 07:03:25"
"32987","2363","103","3.4","2022-01-12 07:01:25","2022-01-12 07:01:25"
"32988","2363","65","3.7","2022-02-08 07:02:25","2022-02-08 07:02:25"
"32989","2363","148","0.9","2022-01-14 07:01:25","2022-01-14 07:01:25"
"32990","2363","23","3.3","2022-03-01 07:03:25","2022-03-01 07:03:25"
"32991","2363","71","3","2022-02-04 07:02:25","2022-02-04 07:02:25"
"32992","2363","142","1.8","2022-02-13 07:02:25","2022-02-13 07:02:25"
"32993","2363","187","2.1","2022-02-02 07:02:25","2022-02-02 07:02:25"
"32994","2364","98","1.5","2022-02-02 07:02:25","2022-02-02 07:02:25"
"32995","2364","141","4.3","2022-02-25 07:02:25","2022-02-25 07:02:25"
"32996","2364","171","4","2022-03-08 07:03:25","2022-03-08 07:03:25"
"32997","2364","133","0","2022-03-06 07:03:25","2022-03-06 07:03:25"
"32998","2364","181","2.7","2022-02-26 07:02:25","2022-02-26 07:02:25"
"32999","2364","191","3.4","2022-02-12 07:02:25","2022-02-12 07:02:25"
"33000","2364","201","3.6","2022-01-31 07:01:25","2022-01-31 07:01:25"
"33001","2364","111","2.2","2022-02-24 07:02:25","2022-02-24 07:02:25"
"33002","2364","122","2.8","2022-02-04 07:02:25","2022-02-04 07:02:25"
"33003","2364","170","1","2022-01-15 07:01:25","2022-01-15 07:01:25"
"33004","2364","117","4.3","2022-01-15 07:01:25","2022-01-15 07:01:25"
"33005","2364","104","0.1","2022-03-05 07:03:25","2022-03-05 07:03:25"
"33006","2364","39","0.1","2022-01-22 07:01:25","2022-01-22 07:01:25"
"33007","2364","45","3.9","2022-01-30 07:01:25","2022-01-30 07:01:25"
"33008","2364","23","4.6","2022-02-20 07:02:25","2022-02-20 07:02:25"
"33009","2364","124","2.8","2022-03-07 07:03:25","2022-03-07 07:03:25"
"33010","2365","150","0.8","2022-02-02 07:02:25","2022-02-02 07:02:25"
"33011","2365","120","3.8","2022-01-25 07:01:25","2022-01-25 07:01:25"
"33012","2365","32","4.5","2022-01-19 07:01:25","2022-01-19 07:01:25"
"33013","2365","141","3.9","2022-02-10 07:02:25","2022-02-10 07:02:25"
"33014","2365","44","3.9","2022-01-24 07:01:25","2022-01-24 07:01:25"
"33015","2365","165","1","2022-02-15 07:02:25","2022-02-15 07:02:25"
"33016","2365","62","4.8","2022-01-17 07:01:25","2022-01-17 07:01:25"
"33017","2365","76","3.5","2022-02-08 07:02:25","2022-02-08 07:02:25"
"33018","2365","113","3.7","2022-02-25 07:02:25","2022-02-25 07:02:25"
"33019","2365","103","4.6","2022-01-25 07:01:25","2022-01-25 07:01:25"
"33020","2365","34","3.7","2022-02-05 07:02:25","2022-02-05 07:02:25"
"33021","2365","116","1.3","2022-02-13 07:02:25","2022-02-13 07:02:25"
"33022","2365","126","1.8","2022-02-10 07:02:25","2022-02-10 07:02:25"
"33023","2365","100","1.5","2022-02-19 07:02:25","2022-02-19 07:02:25"
"33024","2365","33","4.8","2022-01-21 07:01:25","2022-01-21 07:01:25"
"33025","2365","110","3.7","2022-03-03 07:03:25","2022-03-03 07:03:25"
"33026","2366","145","1.1","2022-01-26 07:01:25","2022-01-26 07:01:25"
"33027","2366","40","1.7","2022-02-06 07:02:25","2022-02-06 07:02:25"
"33028","2366","66","4","2022-02-22 07:02:25","2022-02-22 07:02:25"
"33029","2366","79","4","2022-02-20 07:02:25","2022-02-20 07:02:25"
"33030","2366","175","0.9","2022-02-13 07:02:25","2022-02-13 07:02:25"
"33031","2367","63","1.4","2022-02-03 07:02:25","2022-02-03 07:02:25"
"33032","2367","52","2.6","2022-03-01 07:03:25","2022-03-01 07:03:25"
"33033","2367","183","4.4","2022-02-27 07:02:25","2022-02-27 07:02:25"
"33034","2368","114","4.9","2022-02-13 07:02:25","2022-02-13 07:02:25"
"33035","2368","128","2","2022-02-20 07:02:25","2022-02-20 07:02:25"
"33036","2368","69","3.9","2022-01-30 07:01:25","2022-01-30 07:01:25"
"33037","2368","105","4.5","2022-02-28 07:02:25","2022-02-28 07:02:25"
"33038","2368","24","4","2022-03-04 07:03:25","2022-03-04 07:03:25"
"33039","2368","163","1.3","2022-01-27 07:01:25","2022-01-27 07:01:25"
"33040","2368","186","0.9","2022-01-30 07:01:25","2022-01-30 07:01:25"
"33041","2368","33","3.9","2022-01-20 07:01:25","2022-01-20 07:01:25"
"33042","2368","119","3.4","2022-01-19 07:01:25","2022-01-19 07:01:25"
"33043","2368","191","4","2022-01-22 07:01:25","2022-01-22 07:01:25"
"33044","2368","41","1.7","2022-03-12 07:03:25","2022-03-12 07:03:25"
"33045","2368","80","1.3","2022-01-14 07:01:25","2022-01-14 07:01:25"
"33046","2368","115","3.6","2022-02-02 07:02:25","2022-02-02 07:02:25"
"33047","2368","139","1.6","2022-02-07 07:02:25","2022-02-07 07:02:25"
"33048","2368","110","4.7","2022-02-01 07:02:25","2022-02-01 07:02:25"
"33049","2368","133","1.8","2022-02-22 07:02:25","2022-02-22 07:02:25"
"33050","2368","77","3.2","2022-02-21 07:02:25","2022-02-21 07:02:25"
"33051","2368","34","4.4","2022-03-11 07:03:25","2022-03-11 07:03:25"
"33052","2368","139","2.5","2022-01-15 07:01:25","2022-01-15 07:01:25"
"33053","2369","146","4","2022-02-10 07:02:25","2022-02-10 07:02:25"
"33054","2369","90","1.4","2022-01-24 07:01:25","2022-01-24 07:01:25"
"33055","2369","143","3.7","2022-03-11 07:03:25","2022-03-11 07:03:25"
"33056","2369","85","0.6","2022-01-28 07:01:25","2022-01-28 07:01:25"
"33057","2370","174","4.5","2022-02-23 07:02:25","2022-02-23 07:02:25"
"33058","2370","200","1.5","2022-02-13 07:02:25","2022-02-13 07:02:25"
"33059","2370","29","1.7","2022-03-02 07:03:25","2022-03-02 07:03:25"
"33060","2370","142","2","2022-02-16 07:02:25","2022-02-16 07:02:25"
"33061","2370","104","1.3","2022-03-07 07:03:25","2022-03-07 07:03:25"
"33062","2370","89","3.3","2022-02-26 07:02:25","2022-02-26 07:02:25"
"33063","2370","209","1.4","2022-02-07 07:02:25","2022-02-07 07:02:25"
"33064","2370","171","1","2022-01-18 07:01:25","2022-01-18 07:01:25"
"33065","2370","129","0.4","2022-02-12 07:02:25","2022-02-12 07:02:25"
"33066","2370","103","0.8","2022-03-03 07:03:25","2022-03-03 07:03:25"
"33067","2370","188","1.7","2022-01-28 07:01:25","2022-01-28 07:01:25"
"33068","2370","20","3.5","2022-03-09 07:03:25","2022-03-09 07:03:25"
"33069","2370","33","3","2022-02-17 07:02:25","2022-02-17 07:02:25"
"33070","2370","173","1.8","2022-02-20 07:02:25","2022-02-20 07:02:25"
"33071","2370","188","0.8","2022-03-06 07:03:25","2022-03-06 07:03:25"
"33072","2370","42","4.2","2022-02-05 07:02:25","2022-02-05 07:02:25"
"33073","2370","160","3.3","2022-02-26 07:02:25","2022-02-26 07:02:25"
"33074","2372","163","2","2022-02-05 07:02:25","2022-02-05 07:02:25"
"33075","2372","175","2.6","2022-01-25 07:01:25","2022-01-25 07:01:25"
"33076","2372","78","2.5","2022-02-24 07:02:25","2022-02-24 07:02:25"
"33077","2372","207","2.3","2022-02-11 07:02:25","2022-02-11 07:02:25"
"33078","2372","165","2.4","2022-02-03 07:02:25","2022-02-03 07:02:25"
"33079","2372","66","3.9","2022-02-25 07:02:25","2022-02-25 07:02:25"
"33080","2372","114","4","2022-01-25 07:01:25","2022-01-25 07:01:25"
"33081","2372","38","2","2022-03-09 07:03:25","2022-03-09 07:03:25"
"33082","2372","176","4","2022-01-20 07:01:25","2022-01-20 07:01:25"
"33083","2373","157","3.7","2022-02-28 07:02:25","2022-02-28 07:02:25"
"33084","2373","172","4.7","2022-02-05 07:02:25","2022-02-05 07:02:25"
"33085","2373","31","3","2022-01-25 07:01:25","2022-01-25 07:01:25"
"33086","2373","192","0.7","2022-03-09 07:03:25","2022-03-09 07:03:25"
"33087","2373","75","1","2022-02-24 07:02:25","2022-02-24 07:02:25"
"33088","2373","124","1.3","2022-02-18 07:02:25","2022-02-18 07:02:25"
"33089","2373","80","2.6","2022-01-26 07:01:25","2022-01-26 07:01:25"
"33090","2373","68","1.5","2022-03-02 07:03:25","2022-03-02 07:03:25"
"33091","2373","194","4","2022-03-06 07:03:25","2022-03-06 07:03:25"
"33092","2373","143","2.3","2022-03-02 07:03:25","2022-03-02 07:03:25"
"33093","2374","93","3.9","2022-01-30 07:01:26","2022-01-30 07:01:26"
"33094","2374","20","2","2022-02-12 07:02:26","2022-02-12 07:02:26"
"33095","2374","121","0.3","2022-01-30 07:01:26","2022-01-30 07:01:26"
"33096","2374","67","1.7","2022-03-08 07:03:26","2022-03-08 07:03:26"
"33097","2374","111","4.9","2022-03-01 07:03:26","2022-03-01 07:03:26"
"33098","2374","27","0","2022-03-05 07:03:26","2022-03-05 07:03:26"
"33099","2374","82","2","2022-01-29 07:01:26","2022-01-29 07:01:26"
"33100","2375","164","1.3","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33101","2375","90","4.7","2022-02-04 07:02:26","2022-02-04 07:02:26"
"33102","2375","147","3.9","2022-01-19 07:01:26","2022-01-19 07:01:26"
"33103","2375","204","4.6","2022-02-15 07:02:26","2022-02-15 07:02:26"
"33104","2375","205","1.7","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33105","2375","150","1.1","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33106","2375","83","2.1","2022-03-05 07:03:26","2022-03-05 07:03:26"
"33107","2376","47","1.2","2022-01-31 07:01:26","2022-01-31 07:01:26"
"33108","2377","100","3.8","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33109","2377","172","0.4","2022-02-22 07:02:26","2022-02-22 07:02:26"
"33110","2377","64","2.4","2022-02-20 07:02:26","2022-02-20 07:02:26"
"33111","2377","120","0.3","2022-02-28 07:02:26","2022-02-28 07:02:26"
"33112","2377","33","2.1","2022-01-18 07:01:26","2022-01-18 07:01:26"
"33113","2377","138","2","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33114","2377","166","1.8","2022-03-01 07:03:26","2022-03-01 07:03:26"
"33115","2377","23","3.6","2022-02-21 07:02:26","2022-02-21 07:02:26"
"33116","2377","189","1.4","2022-01-28 07:01:26","2022-01-28 07:01:26"
"33117","2377","155","3.9","2022-02-06 07:02:26","2022-02-06 07:02:26"
"33118","2377","93","2.9","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33119","2377","25","3","2022-02-02 07:02:26","2022-02-02 07:02:26"
"33120","2377","176","3.3","2022-02-20 07:02:26","2022-02-20 07:02:26"
"33121","2377","108","2","2022-02-15 07:02:26","2022-02-15 07:02:26"
"33122","2377","182","1.2","2022-02-21 07:02:26","2022-02-21 07:02:26"
"33123","2377","72","3","2022-03-03 07:03:26","2022-03-03 07:03:26"
"33124","2377","13","0.5","2022-02-01 07:02:26","2022-02-01 07:02:26"
"33125","2378","129","2.1","2022-01-24 07:01:26","2022-01-24 07:01:26"
"33126","2378","154","0.9","2022-03-11 07:03:26","2022-03-11 07:03:26"
"33127","2378","35","4","2022-01-19 07:01:26","2022-01-19 07:01:26"
"33128","2378","199","3","2022-02-27 07:02:26","2022-02-27 07:02:26"
"33129","2378","202","3.6","2022-02-05 07:02:26","2022-02-05 07:02:26"
"33130","2378","64","0.1","2022-03-04 07:03:26","2022-03-04 07:03:26"
"33131","2378","147","1.6","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33132","2378","114","4.5","2022-02-20 07:02:26","2022-02-20 07:02:26"
"33133","2378","189","2","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33134","2378","44","0.4","2022-01-20 07:01:26","2022-01-20 07:01:26"
"33135","2378","151","0.2","2022-02-18 07:02:26","2022-02-18 07:02:26"
"33136","2380","187","2.8","2022-02-20 07:02:26","2022-02-20 07:02:26"
"33137","2380","49","3.2","2022-03-03 07:03:26","2022-03-03 07:03:26"
"33138","2380","88","2.2","2022-02-25 07:02:26","2022-02-25 07:02:26"
"33139","2380","163","2.5","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33140","2380","96","2.8","2022-02-17 07:02:26","2022-02-17 07:02:26"
"33141","2380","35","2.6","2022-02-19 07:02:26","2022-02-19 07:02:26"
"33142","2380","53","3.6","2022-02-06 07:02:26","2022-02-06 07:02:26"
"33143","2380","77","1.4","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33144","2380","184","0.1","2022-02-10 07:02:26","2022-02-10 07:02:26"
"33145","2381","199","3.6","2022-03-10 07:03:26","2022-03-10 07:03:26"
"33146","2381","70","3.7","2022-02-10 07:02:26","2022-02-10 07:02:26"
"33147","2381","58","1.2","2022-03-11 07:03:26","2022-03-11 07:03:26"
"33148","2381","111","5","2022-02-26 07:02:26","2022-02-26 07:02:26"
"33149","2381","165","4.5","2022-01-20 07:01:26","2022-01-20 07:01:26"
"33150","2381","20","0.3","2022-01-18 07:01:26","2022-01-18 07:01:26"
"33151","2381","45","1.9","2022-02-28 07:02:26","2022-02-28 07:02:26"
"33152","2381","135","1","2022-02-21 07:02:26","2022-02-21 07:02:26"
"33153","2381","203","2.8","2022-02-27 07:02:26","2022-02-27 07:02:26"
"33154","2381","205","4","2022-02-03 07:02:26","2022-02-03 07:02:26"
"33155","2381","118","4.5","2022-01-30 07:01:26","2022-01-30 07:01:26"
"33156","2381","64","2.1","2022-03-05 07:03:26","2022-03-05 07:03:26"
"33157","2382","130","3.9","2022-02-03 07:02:26","2022-02-03 07:02:26"
"33158","2382","190","3.2","2022-01-16 07:01:26","2022-01-16 07:01:26"
"33159","2382","157","3.7","2022-03-08 07:03:26","2022-03-08 07:03:26"
"33160","2382","111","1.6","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33161","2382","75","1","2022-03-11 07:03:26","2022-03-11 07:03:26"
"33162","2382","147","2.2","2022-02-10 07:02:26","2022-02-10 07:02:26"
"33163","2382","203","0","2022-02-08 07:02:26","2022-02-08 07:02:26"
"33164","2382","149","3.4","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33165","2382","147","0.7","2022-02-28 07:02:26","2022-02-28 07:02:26"
"33166","2382","183","2","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33167","2382","118","2.2","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33168","2382","62","2.8","2022-01-16 07:01:26","2022-01-16 07:01:26"
"33169","2382","40","3.5","2022-01-16 07:01:26","2022-01-16 07:01:26"
"33170","2382","114","4.9","2022-03-03 07:03:26","2022-03-03 07:03:26"
"33171","2382","163","2.3","2022-03-09 07:03:26","2022-03-09 07:03:26"
"33172","2382","164","3.8","2022-02-17 07:02:26","2022-02-17 07:02:26"
"33173","2382","88","3","2022-02-22 07:02:26","2022-02-22 07:02:26"
"33174","2383","63","3.2","2022-02-11 07:02:26","2022-02-11 07:02:26"
"33175","2383","131","2.1","2022-01-19 07:01:26","2022-01-19 07:01:26"
"33176","2383","51","1.2","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33177","2383","21","4.5","2022-02-09 07:02:26","2022-02-09 07:02:26"
"33178","2383","94","3.9","2022-02-06 07:02:26","2022-02-06 07:02:26"
"33179","2383","192","1.8","2022-02-02 07:02:26","2022-02-02 07:02:26"
"33180","2383","101","3.7","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33181","2383","143","2.2","2022-01-25 07:01:26","2022-01-25 07:01:26"
"33182","2383","204","1.3","2022-03-03 07:03:26","2022-03-03 07:03:26"
"33183","2383","104","3.8","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33184","2383","197","2.3","2022-03-09 07:03:26","2022-03-09 07:03:26"
"33185","2383","40","2.3","2022-01-23 07:01:26","2022-01-23 07:01:26"
"33186","2383","45","2.6","2022-01-15 07:01:26","2022-01-15 07:01:26"
"33187","2384","45","2","2022-03-12 07:03:26","2022-03-12 07:03:26"
"33188","2384","35","4.9","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33189","2384","209","1.3","2022-02-04 07:02:26","2022-02-04 07:02:26"
"33190","2384","150","1.9","2022-02-09 07:02:26","2022-02-09 07:02:26"
"33191","2384","106","2.7","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33192","2384","205","4","2022-02-01 07:02:26","2022-02-01 07:02:26"
"33193","2384","177","3.8","2022-03-04 07:03:26","2022-03-04 07:03:26"
"33194","2384","94","0.6","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33195","2385","183","3.3","2022-03-10 07:03:26","2022-03-10 07:03:26"
"33196","2385","101","3.3","2022-02-19 07:02:26","2022-02-19 07:02:26"
"33197","2385","198","3.8","2022-02-25 07:02:26","2022-02-25 07:02:26"
"33198","2385","154","2.9","2022-01-26 07:01:26","2022-01-26 07:01:26"
"33199","2385","23","0.7","2022-02-18 07:02:26","2022-02-18 07:02:26"
"33200","2385","146","1.9","2022-01-20 07:01:26","2022-01-20 07:01:26"
"33201","2385","57","2.8","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33202","2385","198","4.2","2022-01-22 07:01:26","2022-01-22 07:01:26"
"33203","2385","14","3.2","2022-03-01 07:03:26","2022-03-01 07:03:26"
"33204","2385","183","4.3","2022-03-04 07:03:26","2022-03-04 07:03:26"
"33205","2385","144","2.2","2022-02-05 07:02:26","2022-02-05 07:02:26"
"33206","2385","78","3.6","2022-01-26 07:01:26","2022-01-26 07:01:26"
"33207","2385","19","4.6","2022-02-24 07:02:26","2022-02-24 07:02:26"
"33208","2385","25","0.3","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33209","2385","205","4.1","2022-03-04 07:03:26","2022-03-04 07:03:26"
"33210","2385","123","2.1","2022-02-26 07:02:26","2022-02-26 07:02:26"
"33211","2385","161","4.6","2022-01-30 07:01:26","2022-01-30 07:01:26"
"33212","2386","172","2","2022-01-23 07:01:26","2022-01-23 07:01:26"
"33213","2386","149","1.1","2022-03-10 07:03:26","2022-03-10 07:03:26"
"33214","2386","103","4.6","2022-02-15 07:02:26","2022-02-15 07:02:26"
"33215","2387","59","4.3","2022-03-10 07:03:26","2022-03-10 07:03:26"
"33216","2387","70","2.8","2022-01-28 07:01:26","2022-01-28 07:01:26"
"33217","2387","80","1.9","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33218","2387","29","2.6","2022-01-16 07:01:26","2022-01-16 07:01:26"
"33219","2387","35","3.4","2022-02-08 07:02:26","2022-02-08 07:02:26"
"33220","2387","83","1.8","2022-02-07 07:02:26","2022-02-07 07:02:26"
"33221","2387","188","4","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33222","2387","80","0.2","2022-01-23 07:01:26","2022-01-23 07:01:26"
"33223","2387","51","3.5","2022-03-05 07:03:26","2022-03-05 07:03:26"
"33224","2387","70","3.4","2022-02-23 07:02:26","2022-02-23 07:02:26"
"33225","2387","110","3.6","2022-01-15 07:01:26","2022-01-15 07:01:26"
"33226","2387","164","0.3","2022-02-22 07:02:26","2022-02-22 07:02:26"
"33227","2387","138","1","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33228","2387","176","2.6","2022-01-23 07:01:26","2022-01-23 07:01:26"
"33229","2387","177","1.2","2022-01-16 07:01:26","2022-01-16 07:01:26"
"33230","2388","11","3.5","2022-02-05 07:02:26","2022-02-05 07:02:26"
"33231","2388","136","2.2","2022-01-25 07:01:26","2022-01-25 07:01:26"
"33232","2390","114","2.2","2022-01-18 07:01:26","2022-01-18 07:01:26"
"33233","2391","24","4.4","2022-02-09 07:02:26","2022-02-09 07:02:26"
"33234","2391","151","4.4","2022-02-13 07:02:26","2022-02-13 07:02:26"
"33235","2391","177","1.3","2022-02-15 07:02:26","2022-02-15 07:02:26"
"33236","2391","61","3.9","2022-02-07 07:02:26","2022-02-07 07:02:26"
"33237","2391","75","0.7","2022-02-02 07:02:26","2022-02-02 07:02:26"
"33238","2391","153","5","2022-03-07 07:03:26","2022-03-07 07:03:26"
"33239","2391","20","2","2022-02-28 07:02:26","2022-02-28 07:02:26"
"33240","2391","186","3.7","2022-03-02 07:03:26","2022-03-02 07:03:26"
"33241","2391","165","4.5","2022-02-11 07:02:26","2022-02-11 07:02:26"
"33242","2391","208","4","2022-02-05 07:02:26","2022-02-05 07:02:26"
"33243","2391","117","4.8","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33244","2391","50","2.7","2022-02-06 07:02:26","2022-02-06 07:02:26"
"33245","2391","189","1.7","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33246","2391","177","1.2","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33247","2391","134","4.8","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33248","2391","122","0.6","2022-02-10 07:02:26","2022-02-10 07:02:26"
"33249","2391","94","2.1","2022-02-08 07:02:26","2022-02-08 07:02:26"
"33250","2392","130","3.8","2022-02-13 07:02:26","2022-02-13 07:02:26"
"33251","2392","102","1.5","2022-02-26 07:02:26","2022-02-26 07:02:26"
"33252","2392","151","1.8","2022-01-22 07:01:26","2022-01-22 07:01:26"
"33253","2392","176","3.1","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33254","2392","57","4.7","2022-01-16 07:01:26","2022-01-16 07:01:26"
"33255","2393","172","0.4","2022-02-13 07:02:26","2022-02-13 07:02:26"
"33256","2393","186","3","2022-01-24 07:01:26","2022-01-24 07:01:26"
"33257","2393","65","2","2022-02-19 07:02:26","2022-02-19 07:02:26"
"33258","2393","168","2.3","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33259","2393","82","1","2022-02-25 07:02:26","2022-02-25 07:02:26"
"33260","2393","185","0.2","2022-01-13 07:01:26","2022-01-13 07:01:26"
"33261","2393","151","3","2022-01-12 07:01:26","2022-01-12 07:01:26"
"33262","2393","38","2.2","2022-02-02 07:02:26","2022-02-02 07:02:26"
"33263","2393","150","3","2022-02-19 07:02:26","2022-02-19 07:02:26"
"33264","2394","121","3.7","2022-02-04 07:02:26","2022-02-04 07:02:26"
"33265","2394","121","4.9","2022-01-31 07:01:26","2022-01-31 07:01:26"
"33266","2394","44","0.6","2022-02-02 07:02:26","2022-02-02 07:02:26"
"33267","2394","209","0.4","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33268","2394","135","1.6","2022-03-03 07:03:26","2022-03-03 07:03:26"
"33269","2394","32","1.8","2022-01-15 07:01:26","2022-01-15 07:01:26"
"33270","2395","147","3.6","2022-01-24 07:01:26","2022-01-24 07:01:26"
"33271","2395","151","0.5","2022-01-17 07:01:26","2022-01-17 07:01:26"
"33272","2395","67","4.9","2022-02-27 07:02:26","2022-02-27 07:02:26"
"33273","2395","78","0.1","2022-01-14 07:01:26","2022-01-14 07:01:26"
"33274","2395","98","0.9","2022-03-09 07:03:26","2022-03-09 07:03:26"
"33275","2395","19","0.6","2022-02-06 07:02:26","2022-02-06 07:02:26"
"33276","2395","175","5","2022-01-28 07:01:26","2022-01-28 07:01:26"
"33277","2395","195","0.4","2022-02-13 07:02:26","2022-02-13 07:02:26"
"33278","2395","34","3.2","2022-02-07 07:02:26","2022-02-07 07:02:26"
"33279","2395","53","5","2022-02-13 07:02:26","2022-02-13 07:02:26"
"33280","2395","34","4","2022-03-06 07:03:26","2022-03-06 07:03:26"
"33281","2395","159","4.1","2022-01-20 07:01:26","2022-01-20 07:01:26"
"33282","2395","101","3.8","2022-02-16 07:02:26","2022-02-16 07:02:26"
"33283","2395","136","1.1","2022-02-01 07:02:26","2022-02-01 07:02:26"
"33284","2395","168","0.2","2022-02-18 07:02:26","2022-02-18 07:02:26"
"33285","2395","70","1.5","2022-02-01 07:02:26","2022-02-01 07:02:26"
"33286","2395","92","3.5","2022-03-09 07:03:26","2022-03-09 07:03:26"
"33287","2395","51","3.7","2022-02-08 07:02:26","2022-02-08 07:02:26"
"33288","2397","87","4.9","2022-02-08 07:02:26","2022-02-08 07:02:26"
